Date,SKU Code,SKU Name,Platform,Ad Spend (₹),Impressions,Clicks,CTR,Ad Orders,Attributed Revenue (₹),ROAS,ACoS
2026-07-29,VEQIX DE-TAN Body Wash Pack of 1,"De-Tan Coffee Body Wash 200ml | Deep Cleansing, Tan Removal & Exfoliation | Removes Dead Skin, Boosts Glow & Smoothness | Sulphate-Free | For Men & Women | All Skin Types",Flipkart,479,13412,368,2.74%,31,12989,27.12x,3.7%
2026-07-28,VEQIX DE-TAN Body Wash Pack of 1,"De-Tan Coffee Body Wash 200ml | Deep Cleansing, Tan Removal & Exfoliation | Removes Dead Skin, Boosts Glow & Smoothness | Sulphate-Free | For Men & Women | All Skin Types",Meesho,616,18480,600,3.25%,31,12989,21.09x,4.7%
2026-08-11,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Own Website,1129,24838,458,1.84%,29,12151,10.76x,9.3%
2026-08-10,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Amazon,1286,48868,755,1.54%,58,24302,18.90x,5.3%
2026-08-09,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Flipkart,954,34344,1060,3.09%,38,15922,16.69x,6.0%
2026-08-08,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Meesho,919,14704,221,1.50%,13,5447,5.93x,16.9%
2026-08-07,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Myntra,769,27684,430,1.55%,60,25140,32.69x,3.1%
2026-08-06,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Own Website,454,11350,409,3.60%,34,14246,31.38x,3.2%
2026-08-05,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Amazon,1325,42400,1979,4.67%,73,30587,23.08x,4.3%
2026-08-04,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Flipkart,1313,26260,437,1.66%,47,19693,15.00x,6.7%
2026-08-03,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Meesho,1118,39130,1601,4.09%,147,61593,55.09x,1.8%
2026-08-02,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Myntra,1188,46332,1214,2.62%,61,25559,21.51x,4.6%
2026-08-01,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Own Website,275,9625,191,1.98%,7,2933,10.67x,9.4%
2026-07-31,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Amazon,742,14098,390,2.77%,57,23883,32.19x,3.1%
2026-07-30,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Flipkart,665,14630,279,1.91%,18,7542,11.34x,8.8%
2026-07-29,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Meesho,1119,22380,957,4.28%,73,30587,27.33x,3.7%
2026-07-28,VQ VITHAN SERUM PACKOF 2,"Veqix Vithan Pro Hair Serum Hair Serum For Dry frizzy Hair, Vitamin E Nourishment, 48 hour frizz free, non-sticky-30 ML",Myntra,819,29484,1034,3.51%,110,46090,56.28x,1.8%
2026-08-11,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Amazon,248,8184,273,3.34%,35,14665,59.13x,1.7%
2026-08-10,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Flipkart,995,19900,393,1.97%,50,20950,21.06x,4.7%
2026-08-09,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Meesho,773,25509,759,2.98%,38,15922,20.60x,4.9%
2026-08-08,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Myntra,1144,17160,820,4.78%,51,21369,18.68x,5.4%
2026-08-07,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Own Website,268,5628,240,4.26%,8,3352,12.51x,8.0%
2026-08-06,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Amazon,755,17365,639,3.68%,27,11313,14.98x,6.7%
2026-08-05,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Flipkart,639,21726,493,2.27%,60,25140,39.34x,2.5%
2026-08-04,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Meesho,405,9720,320,3.29%,21,8799,21.73x,4.6%
2026-08-03,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Myntra,742,23744,673,2.83%,73,30587,41.22x,2.4%
2026-08-02,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Own Website,801,28035,1067,3.81%,92,38548,48.12x,2.1%
2026-08-01,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Amazon,985,28565,1092,3.82%,155,64945,65.93x,1.5%
2026-07-31,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Flipkart,736,18400,598,3.25%,66,27654,37.57x,2.7%
2026-07-30,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Meesho,1104,41952,1881,4.48%,158,66202,59.97x,1.7%
2026-07-29,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Myntra,1340,41540,1725,4.15%,142,59498,44.40x,2.3%
2026-07-28,hocl spray - FBA,"Dr. Algar Anti-Acne HOCL Face & Body Spray 200 ml | Hypochlorous Acid Spray for Skin Barrier Support | Helps Soothe Redness, Acne Flare & Skin Irritat",Own Website,686,24010,935,3.89%,94,39386,57.41x,1.7%
2026-08-11,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Flipkart,1133,35123,1206,3.43%,156,65364,57.69x,1.7%
2026-08-10,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Meesho,1006,29174,1563,5.36%,178,74582,74.14x,1.3%
2026-08-09,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Myntra,732,19764,940,4.76%,35,14665,20.03x,5.0%
2026-08-08,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Own Website,1180,17700,282,1.59%,11,4609,3.91x,25.6%
2026-08-07,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Amazon,1016,31496,1553,4.93%,114,47766,47.01x,2.1%
2026-08-06,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Flipkart,565,8475,194,2.29%,15,6285,11.12x,9.0%
2026-08-05,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Meesho,171,4959,201,4.05%,10,4190,24.50x,4.1%
2026-08-04,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Myntra,538,18830,1028,5.46%,71,29749,55.30x,1.8%
2026-08-03,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Own Website,310,5890,205,3.48%,24,10056,32.44x,3.1%
2026-08-02,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Amazon,443,16391,557,3.40%,20,8380,18.92x,5.3%
2026-08-01,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Flipkart,1213,43668,2337,5.35%,162,67878,55.96x,1.8%
2026-07-31,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Meesho,1252,23788,1019,4.28%,71,29749,23.76x,4.2%
2026-07-30,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Myntra,896,17024,466,2.74%,65,27235,30.40x,3.3%
2026-07-29,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Own Website,402,13266,698,5.26%,95,39805,99.02x,1.0%
2026-07-28,Kojic Acid Serum 2,Dr. Algar Kojic Acid Serum 2% for Hyperpigmentation & Uneven Skin Tone | Helps Reduce Dark Spots | Lightweight Formula for Men & Women,Amazon,571,16559,731,4.41%,92,38548,67.51x,1.5%
2026-08-11,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Meesho,1066,37310,798,2.14%,118,49442,46.38x,2.2%
2026-08-10,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Myntra,627,24453,957,3.91%,135,56565,90.22x,1.1%
2026-08-09,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Own Website,1056,20064,881,4.39%,95,39805,37.69x,2.7%
2026-08-08,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Amazon,1231,24620,629,2.55%,64,26816,21.78x,4.6%
2026-08-07,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Flipkart,459,11016,472,4.28%,16,6704,14.61x,6.8%
2026-08-06,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Meesho,1157,21983,483,2.20%,36,15084,13.04x,7.7%
2026-08-05,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Myntra,648,18792,831,4.42%,51,21369,32.98x,3.0%
2026-08-04,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Own Website,237,6636,293,4.42%,17,7123,30.05x,3.3%
2026-08-03,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Amazon,1073,23606,639,2.71%,57,23883,22.26x,4.5%
2026-08-02,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Flipkart,1071,31059,672,2.16%,21,8799,8.22x,12.2%
2026-08-01,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Meesho,1349,28329,1047,3.70%,151,63269,46.90x,2.1%
2026-07-31,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Myntra,1278,33228,1514,4.56%,105,43995,34.42x,2.9%
2026-07-30,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Own Website,406,11368,388,3.41%,43,18017,44.38x,2.3%
2026-07-29,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Amazon,718,17950,772,4.30%,24,10056,14.01x,7.1%
2026-07-28,Sunscreen Gel - Pack of 1 - FBA,"Dr. Algar Professional Sunscreen Lotion SPF 55 PA+++ | Broad Spectrum UVA/UVB Sun Protection Cream for Indian Skin | Lightweight, Non-Greasy, Water-Re",Flipkart,920,13800,732,5.30%,78,32682,35.52x,2.8%
2026-08-11,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Myntra,236,8968,248,2.77%,16,6704,28.41x,3.5%
2026-08-10,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Own Website,633,24687,1252,5.07%,164,68716,108.56x,0.9%
2026-08-09,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Amazon,576,21888,871,3.98%,101,42319,73.47x,1.4%
2026-08-08,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Flipkart,1163,30238,1496,4.95%,159,66621,57.28x,1.7%
2026-08-07,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Meesho,310,10850,489,4.51%,51,21369,68.93x,1.5%
2026-08-06,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Myntra,376,7520,381,5.07%,20,8380,22.29x,4.5%
2026-08-05,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Own Website,957,15312,503,3.29%,53,22207,23.20x,4.3%
2026-08-04,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Amazon,480,12480,596,4.78%,85,35615,74.20x,1.3%
2026-08-03,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Flipkart,759,17457,554,3.17%,70,29330,38.64x,2.6%
2026-08-02,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Meesho,1297,27237,1064,3.91%,154,64526,49.75x,2.0%
2026-08-01,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Myntra,400,8800,402,4.57%,51,21369,53.42x,1.9%
2026-07-31,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Own Website,474,10902,538,4.93%,46,19274,40.66x,2.5%
2026-07-30,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Amazon,359,13283,660,4.97%,53,22207,61.86x,1.6%
2026-07-29,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Flipkart,328,9512,420,4.42%,50,20950,63.87x,1.6%
2026-07-28,VEQIX Hair Care Combo V5,"Rosemary Combo (Pack of 5) - Shampoo + Conditioner + Growth Oil + Serum + Rosemary Water Spray | Promotes Growth, Controls Fall, Strengthens & Fights Frizz | For Men & Women | All Types",Meesho,1016,36576,1947,5.32%,220,92180,90.73x,1.1%
2026-08-11,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Own Website,942,31086,1035,3.33%,139,58241,61.83x,1.6%
2026-08-10,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Amazon,663,23205,516,2.22%,23,9637,14.54x,6.9%
2026-08-09,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Flipkart,319,5104,276,5.41%,15,6285,19.70x,5.1%
2026-08-08,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Meesho,700,24500,1195,4.88%,172,72068,102.95x,1.0%
2026-08-07,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Myntra,214,3638,74,2.03%,11,4609,21.54x,4.6%
2026-08-06,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Own Website,610,15860,595,3.75%,48,20112,32.97x,3.0%
2026-08-05,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Amazon,784,26656,1160,4.35%,97,40643,51.84x,1.9%
2026-08-04,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Flipkart,677,12186,620,5.09%,64,26816,39.61x,2.5%
2026-08-03,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Meesho,794,26996,630,2.33%,62,25978,32.72x,3.1%
2026-08-02,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Myntra,303,4848,88,1.82%,6,2514,8.30x,12.1%
2026-08-01,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Own Website,595,17850,677,3.79%,100,41900,70.42x,1.4%
2026-07-31,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Amazon,885,34515,1386,4.02%,191,80029,90.43x,1.1%
2026-07-30,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Flipkart,216,4968,127,2.56%,14,5866,27.16x,3.7%
2026-07-29,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Meesho,547,13128,262,2.00%,10,4190,7.66x,13.1%
2026-07-28,VQ+CONDITIONER+1+,"VEQIX Vartha Hair Conditioner,Locks in moisture toKeep Hair Conditioned and Frizz Free-, with Sea Butter, Aloevera, Cooa Butter 100 ML",Myntra,252,7812,168,2.15%,8,3352,13.30x,7.5%
2026-08-11,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Amazon,641,19230,879,4.57%,47,19693,30.72x,3.3%
2026-08-10,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Flipkart,948,18960,780,4.11%,62,25978,27.40x,3.6%
2026-08-09,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Meesho,1193,36983,1060,2.87%,121,50699,42.50x,2.4%
2026-08-08,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Myntra,227,5448,156,2.86%,19,7961,35.07x,2.9%
2026-08-07,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Own Website,895,30430,1304,4.29%,135,56565,63.20x,1.6%
2026-08-06,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Amazon,644,13524,376,2.78%,52,21788,33.83x,3.0%
2026-08-05,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Flipkart,963,24075,1222,5.08%,56,23464,24.37x,4.1%
2026-08-04,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Meesho,934,26152,502,1.92%,69,28911,30.95x,3.2%
2026-08-03,RD-W84Y-ZS0Q,"20% Urea Foot Cream Roll On 50ml | 2% Lactic Acid, Olive Oil & Vitamin E | Non-Greasy Triple Action Moisturizer | Best Foot Cream for Cracked Heels |",Myntra,396,5940,285,4.80%,35,14665,37.03x,2.7%
